[2024-03-26 18:43:04,650] multiqc                                            [DEBUG  ]  This is MultiQC v1.13
[2024-03-26 18:43:53,607] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,607] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,607] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,607] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,607] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,607] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,607] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,607] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,607] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,607] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,607] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,607] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,607] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,607] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,607] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,607] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,607] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,608] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,609] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,609] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,609] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,609] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,609] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,609] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,609] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Selecting './alignment/merged_library/unfiltered/picard_metrics/LV_EC_ATAC_REP2.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,623] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Selecting './alignment/merged_library/unfiltered/picard_metrics/LG_EC_ATAC_REP4.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,627] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Selecting './alignment/merged_library/unfiltered/picard_metrics/BR_EC_ATAC_REP4.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,631] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Selecting './alignment/merged_library/unfiltered/picard_metrics/LG_EC_ATAC_REP3.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,634] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Selecting './alignment/merged_library/unfiltered/picard_metrics/LV_EC_ATAC_REP3.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,637] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Selecting './alignment/merged_library/unfiltered/picard_metrics/BR_EC_ATAC_REP1.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,642] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Selecting './alignment/merged_library/unfiltered/picard_metrics/LV_EC_ATAC_REP1.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,646] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Selecting './alignment/merged_library/unfiltered/picard_metrics/BR_EC_ATAC_REP2.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,650] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Selecting './alignment/merged_library/unfiltered/picard_metrics/LG_EC_ATAC_REP2.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,653] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Selecting './alignment/merged_library/unfiltered/picard_metrics/BR_EC_ATAC_REP3.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,680] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Selecting './alignment/merged_library/unfiltered/picard_metrics/LG_EC_ATAC_REP1.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it matched the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,683] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Skipping './alignment/merged_replicate/picard_metrics/BR_EC_ATAC.mRp.clN.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,683] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Skipping './alignment/merged_replicate/picard_metrics/LV_EC_ATAC.mRp.clN.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:53,683] multiqc.modules.base_module                        [DEBUG  ]  picard/markdups - Skipping './alignment/merged_replicate/picard_metrics/LG_EC_ATAC.mRp.clN.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,208] multiqc.modules.picard.picard                      [INFO   ]  Found 11 MarkDuplicates reports
[2024-03-26 18:43:55,208] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,208] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,209] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,209] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,209] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,209] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,209] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,209] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,209] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,209] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,209] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,209] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,209] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,209] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,209] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,209] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,209] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,209] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,209] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,209] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,210] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,210] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,210] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,210] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,210] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,210] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,210] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
[2024-03-26 18:43:55,210] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED LIB: Picard (unfiltered)'
