GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
57763        5   72838025   72896521    206      30  472998     -0.34947      0.63663
64283        5   72886983   73247818   1542     143  468558     0.096047      0.46174
3074         5   73900547   74027113    511      92  469464        3.577   0.00017379
8507         5   73913231   73972249    256      59  465606       2.4967    0.0062672
84340        5   74007029   74098196    265      32  469940      0.31808      0.37521
10412        5   74027816   74082737    149      28  470744      0.45574      0.32429
26049        5   74063399   74198832    448      45  466705      0.44037      0.32984
51301        5   74313246   74385743    314      53  468352     -0.34849      0.63627
256006       5   74354122   74567703    904      42  468369      0.82338      0.20515
3156         5   74597159   74667926    253      40  464484      -1.2532      0.89494
10087        5   74656928   74842806    586      62  458770      -0.6541      0.74348
51426        5   74772657   74905646    392      57  456966     -0.20023      0.57935
728780       5   74872301   74977671    377      57  467488       0.6986       0.2424
134359       5   74960023   75048313    454      49  465912       1.5729     0.057874
22987        5   75343997   75659764   1589     139  469418      0.50416      0.30707
10788        5   75664131   76013957   1606     195  470319       3.4677   0.00026243
2151         5   75901307   75954259    347      38  470664       2.5392    0.0055549
2149         5   75976868   76041595    293      43  470922     -0.11244      0.54476
2150         5   76079833   76141140    235      45  466028      0.22192      0.41219
170591       5   76110826   76227056    503      68  463985      0.83476      0.20193
1393         5   76213680   76275299    303      56  465611       2.5374     0.005584
55109        5   76291210   76371059    312      50  472957     -0.71449      0.76254
84327        5   76362532   76418030    221      53  471043      0.34539       0.3649
8622         5   76441082   76734081   1199     115  470850       1.7989     0.036018
55255        5   76717622   76823332    588      43  472909      0.91392      0.18038
23440        5   76914537   76969522    215      61  466948       2.1692     0.015033
6902         5   76976995   77107185    595      38  475973      0.47736      0.31655
8546         5   77288150   77625579   1175      74  467146       0.5986      0.27472
9522         5   77621339   77786562    664      44  470588      0.29033      0.38578
10184        5   77771038   77979648    729      97  467917       1.5644     0.058859
411          5   78063032   78317357   1251     105  469840       1.7162      0.04306
29958        5   78283387   78400497    507      50  468175     -0.35564      0.63895
23743        5   78330547   78395897    286      30  470490      0.12172      0.45156
635          5   78372604   78438113    232      46  470346      0.87207      0.19159
133746       5   78496925   78633038    456      49  465208     -0.50117      0.69187
9456         5   78659647   78844659    701      86  470297     0.017472      0.49303
167153       5   78873243   78992471    472      48  464476      -1.0584      0.85507
202333       5   78950659   79106049    709     118  465404     -0.56711      0.71468
345778       5   79262539   79322088    203      44  463656      -1.4327      0.92403
7060         5   79296170   79389111    375      43  463986       0.3232      0.37327
256987       5   79397050   79586898   1008     118  468588      0.80754      0.20968
84654        5   79580790   79627661    277      36  472551      0.80987      0.20901
9765         5   79668386   79785498    476      41  466227     -0.94824       0.8285
167555       5   79748800   79848382    344      59  465198      -1.2281       0.8903
340120       5   79842574   79901304    260      51  469966     -0.10586      0.54215
1719         5   79912045   79985800    493      26  473086      -1.8288      0.96628
4437         5   79915467   80182634   1166      61  470542       -2.009      0.97773
100462981    5   79935819   79981854    314      15  477668      -1.6101      0.94631
5924         5   80221491   80535981   1518     175  470211      -1.3567      0.91257
1160         5   80493605   80572217    313      47  470465     0.090884      0.46379
84240        5   80562402   80618966    212      46  467430      0.67048      0.25128
134526       5   80615731   80724988    506      76  468730      0.96873      0.16634
23635        5   80703179   81082072   1369      97  467283      0.68083      0.24799
83734        5   81232844   81561958    951     102  465622      0.52134      0.30107
6228         5   81559139   81609235    192      59  459994     -0.86559      0.80664
92270        5   81566166   81624147    223      67  460392      -1.0652       0.8566
7518         5   82338317   82659579   1466      63  462499     -0.80342      0.78913
153339       5   82338665   82408272    320      34  458039      -1.1077        0.866
1462         5   82732493   82888122    642     111  466499       1.4362      0.07548
1404         5   82924017   83051896    555     103  465781      0.59997      0.27426
10085        5   83226414   83715685   1607     173  468219     0.012319      0.49509
1350         5   85878784   85926583    152      49  440418     -0.25995      0.60255
5921         5   86529070   86697743    561      51  459933      0.85053      0.19752
902          5   86677310   86743850    224      49  456590       1.2366      0.10811
153396       5   87475450   87599665    415      61  460689      0.71579      0.23706
4208         5   88004058   88234922    717      86  460018       1.0881      0.13827
1070         5   89679528   89740611    161      54  458789     0.079847      0.46818
10622        5   89734876   89820474    249      61  462249       2.0607     0.019664
153364       5   89744020   89805585    177      50  460896       1.8134     0.034886
116068       5   89801443   89860401    220      44  463412       2.4518    0.0071077
84059        5   89819617   90470254   2540     145  463493       1.7034     0.044249
57561        5   90654541   90714149    157      44  456108       1.3273     0.092206
7025         5   92884043   92940319    140      57  463914     -0.79285      0.78607
83989        5   92943431   93482404   1403      86  465016       1.3553     0.087663
134187       5   93066015   93112309    134      40  472734       2.0697     0.019241
285600       5   93476556   93989309   1445     165  464869     0.019732      0.49213
84250        5   93918086   94043326    473      49  467636    -0.098361      0.53918
79772        5   94028280   94655279   2471     211  469468       1.2204      0.11115
153643       5   94692048   94796145    467      75  472821      0.01594      0.49364
9652         5   94789599   94925709    488      51  468560      0.36819      0.35636
153642       5   94855825   94950806    313      47  469654      0.31486      0.37643
285601       5   94920980   94967284    161      60  467719     -0.15817      0.56284
317671       5   94947471   95002849    207      55  460091      -1.1731      0.87963
83890        5   94977885   95053885    337      54  466015      -0.8528      0.80311
22836        5   95014181   95142071    532      84  470900     -0.40641      0.65778
2745         5   95139553   95193577    235      49  477846      -0.5344      0.70347
22936        5   95210802   95332775    392      40  466367       1.3596     0.086977
5122         5   95716040   95803985    339      82  464933      0.96579      0.16707
831          5   95962741   96120387    737      77  469951        2.176     0.014779
51752        5   96086514   96184848    557      40  473188       1.2323      0.10892
64167        5   96176644   96265420    508      39  476990       1.5679     0.058447
4012         5   96236346   96375115    597      36  472978       1.5022     0.066527
101929747    5   96259784   96306855    198      33  468911        1.417     0.078235
167410       5   96417574   96513520    346      89  469978      0.44183      0.32931
55781        5   96486571   96554005    280      52  471836     -0.12686      0.55047
285704       5   98069999   98142198    246      50  468478     -0.46418      0.67874
1105         5   98179689   98299522    451      64  458241     -0.26773      0.60554
100652833    5   98847964   98895170    149      26  473873      0.42147      0.33671
441098       5   99689925   99739362    161      41  450851      0.63934       0.2613
345757       5   99836051   99932440    348      37  459544     -0.35659       0.6393
7903         5  100132639  100273989    491      43  460578      0.28221      0.38889
353189       5  101559690  101667253    578      49  472086     -0.87269      0.80858
133482       5  101697492  101869720    857      39  473120     -0.93855      0.82602
5066         5  102166527  102376809    604      54  464482      -1.0776       0.8594
54826        5  102411704  102490842    316      28  466761     -0.33962      0.63293
23262        5  102420958  102549224    475      42  459902     -0.42042      0.66291
90355        5  102559442  102624361    244      44  457241     -0.68254      0.75255
83594        5  102874556  102933493    265      57  465093     -0.85335      0.80327
1946         5  106702590  107041596   1415     181  471122      0.84203      0.19989
64839        5  107184734  107753080   2257     112  465240     -0.26936      0.60617
2241         5  108048523  108533373   2139      97  471924       1.5172     0.064603
9867         5  108660410  108780675    542      32  470835      0.93561      0.17474
4124         5  108990156  109213429   1061      54  471261    -0.069851      0.52784
642987       5  109745197  110097507   1363      56  468636       -1.031      0.84873
91137        5  110038837  110110857    268      41  467155     -0.65903      0.74506
85480        5  110370778  110423722    228      80  460006     -0.30412      0.61948
134430       5  110392870  110476200    374      53  463698      -0.6185      0.73188
814          5  110524947  110840584   1248     105  471249      -1.5322      0.93726
134429       5  110821731  110883234    254      53  472993      -1.1224      0.86915
9315         5  111055000  111347628   1256      91  465809      -1.1802      0.88104
64097        5  111468139  111790187   1571      95  469790      0.42337      0.33601
324          5  112008202  112191936    838      64  469325      0.12905      0.44866
6728         5  112161885  112238776    384      41  475601      0.62394      0.26633
7905         5  112202081  112293339    420      47  472779      0.27629      0.39116
167227       5  112277399  112367892    410      65  468155     -0.43909       0.6697
4163         5  112347796  112859527   2747     115  471793     -0.92993       0.8238
83942        5  112758251  112805728    254      31  474342     -0.25247      0.59966
64848        5  112814391  112940984    649      36  473813     -0.56506      0.71398
3781         5  113663016  113842197    724      99  464174      -1.5009       0.9333
55521        5  114450459  114551243    394      79  469755      -1.2526      0.89482
5229         5  114536527  114634123    344      63  464630       0.9725       0.1654
153733       5  114592885  114667458    275      61  465530      0.65745      0.25545
56929        5  114846605  114915591    245      49  470843      0.63974      0.26117
353376       5  114904339  114987142    322      44  467753     -0.34682      0.63564
100302736    5  114904339  114996876    411      46  470323      0.14768       0.4413
51014        5  114938905  114996876    278      28  472297      0.17216      0.43165
1036         5  115130430  115187405    258      54  456498     -0.68405      0.75303
1176         5  115142303  115259778    481      84  459348       -1.592      0.94431
9140         5  115153893  115212548    242      61  461521      -1.0412       0.8511
206338       5  115263151  115373303    758      70  464623     -0.90465      0.81717
644100       5  115352163  115404827    428      63  467606     -0.88957      0.81315
51397        5  115385727  115638978   1885      50  472857      -1.7782      0.96232
57556        5  115769251  115945551    920     133  471736     -0.27531      0.60846
285605       5  118162569  118359240    775      78  465170     -0.19184      0.57607
1657         5  118371839  118594822    787      62  453714      0.24948      0.40149
25816        5  118569418  118740294    770     102  468323    -0.040548      0.51617
3295         5  118753138  118888030    580      61  469408     0.097393      0.46121
340069       5  118930254  118981517    298      29  472449       1.0031      0.15789
51334        5  119764973  120033009   1370     111  472902      0.32163      0.37387
94033        5  121152650  121198528    245      45  470616     -0.78009      0.78233
153443       5  121262656  121374295    425      46  467783     -0.44848       0.6731
4015         5  121388890  121449206    217      64  467155       -1.267      0.89743
133923       5  121430215  121499266    223      78  460401     -0.63541      0.73742
100505841    5  121460871  121528358    218      77  460609     -0.38407      0.64954
9627         5  121612455  121809794    619      98  457966     -0.64879      0.74176
6643         5  122075691  122180234    490      48  475355      -1.5792      0.94285
28966        5  122146149  122357317    959      51  470484      -1.3828      0.91664
5480         5  122349078  122407425    288      45  469234      -1.8138      0.96515
93166        5  122389841  122539960    726      98  472677     -0.89191      0.81378
153241       5  122670579  122794286    465      48  467060       1.3219     0.093104
1456         5  122812793  122962739    504      55  458263       3.0351    0.0012022
57507        5  123962606  124119517    653     104  471554       1.6144     0.053218
65983        5  125660788  125839853    813     139  466785      -1.0642      0.85637
501          5  125867533  125966104    425      70  468027       1.5344      0.06247
51808        5  125901607  125972944    287      34  470966      -0.7862      0.78412
389320       5  125932414  125981974    225      45  470564     -0.66493      0.74695
4001         5  126077315  126182712    459      60  468349      -1.1173      0.86806
115123       5  126193406  126401500    823      36  468865      0.49594      0.30997
401207       5  126368250  126444184    298      31  464442       1.3235     0.092843
84466        5  126530206  126806914   1317      58  468529      0.65251      0.25704
133619       5  126818301  126900781    313      44  467264      0.78589      0.21597
613212       5  126949713  127004322    268      53  468911     -0.40981      0.65903
6558         5  127384483  127535380    467      75  457449      0.94051      0.17348
2201         5  127583601  127908735   1308      79  466717       2.9263    0.0017153
28965        5  128265951  128379335    819      27  473302     -0.82525      0.79539
51015        5  128395442  128459721    250      47  468008      0.39482      0.34649
171019       5  128761103  129084376   1277      76  465559       1.2175       0.1117
100127206    5  129048884  129110756    214      43  458821       2.4721    0.0067164
337876       5  129205389  129532327   1235      73  459487       2.7857    0.0026702
90624        5  130471641  130551119    332      30  465420       1.3115     0.094841
3094         5  130484976  130536041    213      33  464955       1.2467      0.10626
56990        5  130564702  130740383    604      59  451323      0.69863      0.24239
51735        5  130749614  131005929    800      57  457711      0.87096      0.19189
96459        5  130967407  131167756    619      51  462661      0.39026      0.34817
728637       5  131132683  131316391    682      60  457671      0.23911      0.40551
23305        5  131275666  131382761    389      51  462235    -0.025685      0.51025
3562         5  131361347  131408896    207      41  464617      0.33171      0.37006
1437         5  131374485  131421863    223      57  460076       0.3467      0.36441
8974         5  131518299  131598556    338      59  471362      0.83703      0.20129
8572         5  131558351  131619147    267      32  470435      0.23025      0.40895
6583         5  131595145  131689899    401      42  468391    0.0027542       0.4989
6584         5  131670396  131741306    304      31  464986      0.38059      0.35175
3659         5  131807301  131861465    226      38  470725       1.6074     0.053987
10111        5  131857616  131990313    434      46  461085     -0.19739      0.57824
3567         5  131867136  131927555    196      36  456580     0.072672      0.47103
3596         5  131958865  132006801    175      43  459736    -0.050237      0.52003
3565         5  131974678  132028370    192      57  459934      0.46076      0.32249
11127        5  132018323  132108265    299      37  469092        0.541      0.29425
645121       5  132048137  132099856    166      39  465700      0.65304      0.25687
23176        5  132076509  132148976    232      48  468849      0.29796      0.38287
134548       5  132114033  132162489    159      50  467360      0.17069      0.43223
134549       5  132147833  132201655    209      47  466654      0.53279      0.29709
27089        5  132167319  132214536    195      44  470925      0.16796      0.43331
116842       5  132174358  132220582    198      42  468708   -0.0061977      0.50247
2661         5  132186877  132237238    190      40  465319      0.18955      0.42483
27125        5  132201071  132334354    530      41  465271      0.38761      0.34915
54819        5  132322677  132397275    291      39  471677       2.1757     0.014788
3308         5  132352662  132450709    375      36  467159       2.6557    0.0039568
23105        5  132522152  132983223   2041     221  468755      0.29447       0.3842
56951        5  133281198  133339406    218      63  463942      0.90452      0.18286
7416         5  133297566  133376300    293      47  467988      0.93484      0.17494
101060024    5  133407530  133452801    236      54  467183       1.0411      0.14892
6932         5  133415402  133493920    367      58  461605     -0.23955      0.59466
6500         5  133482082  133547724    290      36  463175      -1.0178      0.84562
5515         5  133522148  133596950    286      32  462920      -1.5403      0.93825
51265        5  133561817  133741805    601      42  461554    -0.011591      0.50462
7320         5  133671843  133737799    230      36  465410      0.20486      0.41884
91368        5  133727756  133782598    176      45  466552      0.19755       0.4217
23338        5  133825003  133928918    400      70  468668      0.97422      0.16497
51128        5  133926839  134003533    206      65  464574      0.18217      0.42773
10802        5  133949472  134073601    348      62  464552     -0.32364       0.6269
819          5  134039170  134097850    160      46  466207    -0.037488      0.51495
9879         5  134059461  134176811    350      58  465675     -0.28985      0.61403
134553       5  134146370  134205425    162      46  458423      0.33022      0.37062
79770        5  134174427  134247323    190      58  465745       0.7007      0.24174
84105        5  134205810  134308336    277      44  463832      0.36984      0.35575
347732       5  134268596  134357397    298      53  465876       0.4025      0.34366
100996485    5  134333970  134690370   1528     209  467543      0.35497      0.36131
5307         5  134353424  134404964    213      51  470122      0.92975      0.17625
9555         5  134660071  134770645    345      55  469922     -0.60638      0.72787
140947       5  134769904  134818038    230      52  472817     0.038977      0.48445
497189       5  134774558  134823089    229      51  472575     0.030721      0.48775
4762         5  134859972  134906639    165      55  462234      0.10195       0.4594
9547         5  134896369  134949969    206      39  471376      -1.4456      0.92585
153328       5  135135365  135234326    533      59  471272       1.1618      0.12265
3578         5  135217935  135266516    251      34  479643     0.099227      0.46048
26223        5  135231006  135287367    298      31  475681      0.62836      0.26488
3950         5  135272600  135325723    269      27  468255       1.1339      0.12841
7045         5  135329584  135409507    328      65  463847      0.22594      0.41062
4090         5  135433536  135528422    334      30  467072       0.9665       0.1669
57113        5  135538458  135736164    796      60  464730       0.8184      0.20656
6695         5  136300987  136870018   2411     162  467986      0.33352      0.36937
26249        5  136943189  137185310    777      85  458988     -0.59414      0.72379
10949        5  137077073  137125039    127      52  458380     -0.22396      0.58861
9499         5  137168536  137233540    177      55  447047      -1.3035       0.9038
27039        5  137190125  137286156    312      56  448426      -1.2252      0.88974
51306        5  137263638  137422650    564      50  462576     -0.43773      0.66921
7478         5  137384581  137438337    171      36  468393     -0.49289      0.68896
8382         5  137440861  137510132    201      56  461774      -2.7438      0.99696
10902        5  137465455  137549358    242      59  460718      -1.5733      0.94217
10112        5  137479408  137533404    157      51  459432      -1.6357      0.94905
8697         5  137513337  137584032    234      55  462882      -1.2391      0.89235
2676         5  137578069  137645544    204      56  465349      0.97169       0.1656
995          5  137610959  137709064    310      43  469761       1.5948     0.055377
51307        5  137638224  137695418    182      39  472011       1.5013      0.06664
51780        5  137653285  137782716    463      58  459323       1.5405     0.061713
51308        5  137739690  137792658    207      48  465905       1.5747     0.057662
1958         5  137766181  137815004    179      46  468588       1.4447     0.074275
2107         5  137831782  137913989    266      49  464592      0.96472      0.16734
3313         5  137880571  137946318    218      43  466218       0.4124      0.34002
1495         5  138054075  138280723    803      39  462075       2.3478    0.0094425
26045        5  138195079  138246057    159      29  455422       2.4446    0.0072502
64374        5  138272409  138569065    867      59  463241       1.9628     0.024834
9782         5  138574441  138677366    245      72  460201      0.28847      0.38649
51247        5  138642519  138715409    187      68  461974      0.34906      0.36352
9963         5  138692885  138755632    153      55  461378      0.76902      0.22094
51237        5  138713257  138760605    110      36  459875      0.61842      0.26815
389333       5  138717635  138765885    104      28  461067      0.74994      0.22665
202051       5  138721514  138774820    112      31  461388      0.41891      0.33764
202052       5  138735892  138815171    110      29  461401      0.66473      0.25311
340061       5  138845113  138897343    162      57  455415       1.2495      0.10573
7322         5  138905751  139018019    356      48  463870     0.015996      0.49362
51523        5  138993301  139073467    250      64  460078      0.23998      0.40517
84249        5  139140406  139234051    319      74  468499      0.85444      0.19643
9542         5  139216364  139457884    794     131  463196       1.4028     0.080338
5813         5  139458708  139509001     99      41  455826       2.5269    0.0057534
492311       5  139470521  139518391     96      46  454047       2.9518    0.0015796
84418        5  139519653  139633374    359      33  463033       2.6331      0.00423
5201         5  139614635  139717689    339      36  457267       3.4617   0.00026842
1839         5  139702428  139761188    154      52  467433        3.071    0.0010669
83697        5  139704787  139764722    161      55  467065       3.1025   0.00095933
54882        5  139746399  139929441    456      59  447075    -0.029727      0.51186
404734       5  139746399  139939163    489      62  447543    -0.080467      0.53207
8637         5  139892251  139939163    119      43  439771     -0.34332      0.63432
113829       5  139909420  139958683    140      44  443632     -0.20762      0.58224
10011        5  139919652  139972678    148      43  446380     -0.16832      0.56684
10307        5  139927853  139979189    160      42  448920     -0.28011       0.6103
55374        5  139984012  140034989    186      37  472092      0.33067      0.37045
3550         5  139992384  140052065    220      43  473107      0.54113      0.29421
929          5  140001313  140048286    177      35  474367       0.3568      0.36062
54853        5  140009384  140061930    178      38  470871      0.76406      0.22242
4695         5  140014948  140062370    161      37  470199      0.89241      0.18609
23438        5  140036011  140088903    181      36  459578       1.4606      0.07206
373863       5  140040381  140088171    162      33  459945       1.5227     0.063918
153527       5  140043265  140096248    190      35  459840        1.529     0.063135
3035         5  140043490  140106681    211      38  460831       1.3972      0.08117
56147        5  140130876  140401929   1079      62  465053       1.1965      0.11575
56146        5  140139444  140401929   1025      63  464318       1.1733      0.12034
56145        5  140145783  140401929    993      66  464044       1.1846      0.11808
56144        5  140151672  140401929    968      66  463940       1.1646      0.12209
56143        5  140166361  140401929    914      61  463459       1.0981      0.13608
56142        5  140172650  140401929    890      66  463616       1.1132      0.13282
56141        5  140178969  140401929    861      58  464350       1.0581        0.145
56140        5  140185907  140401929    817      62  464470       1.0308      0.15133
9752         5  140192357  140401929    792      63  464930      0.95625      0.16947
56139        5  140200634  140401929    756      61  465481      0.85009      0.19764
56138        5  140212149  140401932    711      56  466743       0.8031      0.21096
56137        5  140219931  140401929    680      56  467423      0.73897      0.22996
56136        5  140226854  140401929    671      56  467513      0.72356      0.23467
56135        5  140271302  140401929    518      58  468576      0.64086      0.26081
56134        5  140310747  140401929    327      60  468167      0.90911      0.18165
29930        5  140395979  140443512    130      38  467236      0.24575      0.40294
56133        5  140439195  140486964    149      22  473513      0.94733      0.17173
56132        5  140445234  140493406    152      21  472545      0.98555      0.16218
56131        5  140466581  140515201    149      23  473537       1.1066      0.13422
26167        5  140479800  140527704    164      38  474115      0.94646      0.17196
56130        5  140494839  140542868    193      52  473571      0.32595      0.37223
56129        5  140517243  140565957    207      39  470529     -0.03082      0.51229
56128        5  140522371  140570081    216      38  470514      0.10746      0.45721
57717        5  140525980  140576710    236      43  467214     0.057697      0.47699
56127        5  140531893  140581111    211      41  468679      0.23157      0.40843
56126        5  140536952  140585213    213      41  469081      0.35102      0.36279
56125        5  140543916  140592618    218      43  467314      0.54568      0.29264
56124        5  140552914  140602143    231      54  465387       1.2205      0.11113
56123        5  140558509  140606993    250      58  467493       1.4108     0.079147
56122        5  140568078  140615860    241      57  466092       2.0948     0.018097
56121        5  140590147  140637802    236      45  471252       2.3796    0.0086661
83884        5  140672196  140718612    185      35  474271     -0.20646      0.58178
56114        5  140674388  140902546    949      83  470166       1.3466     0.089062
56113        5  140683354  140902546    907      76  469717       1.3394     0.090221
6879         5  140688057  140735351    194      49  469486      0.32669      0.37195
56112        5  140688601  140902546    889      68  469385       1.3113     0.094872
56104        5  140694828  140902546    854      72  469419         1.39     0.082263
56111        5  140699768  140902546    834      59  469289       1.3567     0.087432
56103        5  140704409  140902546    814      67  469525       1.4593     0.072235
56110        5  140708729  140902546    799      66  469469       1.4843     0.068859
56109        5  140714811  140902546    778      62  469352       1.5021     0.066535
56102        5  140714962  140902546    777      64  469336         1.52     0.064261
56108        5  140727467  140902546    735      75  469096       1.6045     0.054301
9708         5  140732059  140902546    714      62  468932       1.4762     0.069939
8641         5  140732452  140902546    712      75  468960       1.5672      0.05853
56101        5  140742695  140902546    675      71  469198       1.5315     0.062821
56107        5  140747520  140902546    656      70  469199       1.5345     0.062455
56100        5  140752588  140902546    639      64  468996        1.486     0.068634
56106        5  140757743  140902546    616      63  468542       1.4945     0.067521
56099        5  140762214  140902548    598      66  468361        1.568     0.058442
56105        5  140765537  140902546    576      59  468385       1.5347     0.062425
26025        5  140775158  140902546    529      56  468400        1.566     0.058675
5098         5  140820569  140902546    331      53  470457       1.2418      0.10715
56098        5  140829741  140902546    288      48  471242      0.99412      0.16008
56097        5  140833808  140902546    276      45  470954      0.97114      0.16574
1729         5  140884588  141033622    535      67  469006       1.6124     0.053438
285613       5  140981517  141030918    204      63  464891       1.8893     0.029424
8841         5  140990443  141051423    248      75  463027       1.4952      0.06743
89848        5  141008869  141065986    242      76  466491       1.3666     0.085876
64411        5  141022968  141096800    348      82  472646       1.1882      0.11738
5097         5  141222655  141293361    256      59  470506       2.3507    0.0093679
9812         5  141268350  141340027    304      47  472562       2.6181    0.0044206
9604         5  141311402  141379856    297      41  473537        1.592     0.055694
51294        5  141313150  141373627    238      51  471762       1.4123     0.078933
10007        5  141370234  141427620    289      68  469749      0.88949      0.18687
80762        5  141453324  141544008    411      44  476704       2.1589      0.01543
81848        5  141679992  141739620    251      50  474967      0.38703      0.34937
2246         5  141961743  142112635    810     135  470942     -0.64817      0.74156
23092        5  142114881  142618572   2049     166  471542       2.1649     0.015196
2908         5  142647496  143148322   1871     188  467145       1.3293     0.091874
57824        5  143156726  143210284    285      34  471313       1.7291     0.041898
57528        5  143515437  143868097   1177      72  463787       1.0627      0.14395
81555        5  143527723  143585278    222      28  476476       1.1504      0.12499
153768       5  145128582  145249899    521      68  463913     -0.66424      0.74673
643226       5  145229204  145334816    451      74  470130      0.41843      0.33782
153769       5  145281126  145468680    748      64  469797        1.547      0.06093
153770       5  145453876  145518946    267      14  473261       2.1817     0.014565
51520        5  145482589  145597294    460      21  474035       2.2223     0.013132
54439        5  145548113  145678786    387      34  472616       2.3771     0.008724
5459         5  145683587  145730083    174      45  470984      0.81339        0.208
10915        5  145791873  145901071    419      51  470002      0.10055      0.45996
134391       5  145884417  145930676    192      35  476476      0.26665      0.39487
5521         5  145959067  146496083   2003     172  467429      0.37276      0.35466
202374       5  146579526  146777418   1099     106  470285       1.4199     0.077811
1809         5  146760371  146924619    557      81  463380         0.64      0.26109
9832         5  146955002  147197411    987      77  467783       1.5771     0.057386
6690         5  147194143  147253794    335      66  464785     -0.99772      0.84079
117156       5  147223274  147271756    350      48  466447     -0.43274       0.6674
389336       5  147259579  147321101    354      55  467088     -0.54096      0.70573
11005        5  147408535  147526925    681      37  473598    -0.013535       0.5054
408187       5  147513109  147565182    307      31  466769      0.77157      0.22019
404203       5  147547357  147604700    311      20  464671      0.18014      0.42852
153218       5  147613423  147675773    309      32  464388     -0.93644      0.82548
84651        5  147656990  147705482    210      45  454747     -0.11621      0.54626
643394       5  147680122  147729412    231      30  460142    -0.013216      0.50527
81545        5  147728498  147832399    349      48  464130      -0.8887      0.81292
3360         5  147820595  148069090    982      82  470354      0.20164       0.4201
154          5  148171156  148264628    466      90  469015        1.434     0.075783
79628        5  148351713  148477737    477      54  466272       3.4941   0.00023786
22885        5  148486054  148650002    695      86  469671       2.1454      0.01596
134265       5  148616401  148731368    400      90  471791     -0.25099      0.59909
134266       5  148689364  148744146    163      52  467292      0.54389      0.29326
78991        5  148702570  148759221    170      44  468631      0.15029      0.44027
27190        5  148743830  148795848    247      60  474460      -0.1126      0.54483
1452         5  148863896  148966115    304      53  463767       1.7443     0.040557
389337       5  148926064  149024531    448      55  466961       1.5048     0.066194
133522       5  149074815  149244585    780      75  469666    -0.038841      0.51549
5145         5  149227519  149359356    563      94  466630     -0.18396      0.57298
1836         5  149305300  149376963    255      63  467442      0.24169      0.40451
22993        5  149345169  149442706    369      42  471177       1.3666     0.085876
81789        5  149362686  149415730    208      39  473629       1.3783     0.084061
1436         5  149422854  149527935    477     104  467476      0.99208      0.16058
5159         5  149483402  149570447    396      80  465381     0.078674      0.46865
1044         5  149511344  149574121    282      67  467125      0.16245      0.43548
6534         5  149534520  149600635    331      63  468465     0.005372      0.49786
815          5  149589054  149704403    530     100  462558      0.34668      0.36442
340075       5  149665909  149717525    226      66  469451      0.26585      0.39518
6949         5  149702202  149789871    331      56  464045      0.27551      0.39146
972          5  149771200  149827543    262      63  465193     -0.37859       0.6475
6208         5  149812712  149864351    277      48  469342     -0.36416      0.64213
3340         5  149830365  149947773    536      74  468225      0.46741       0.3201
11346        5  149945642  150048792    448      78  465100      0.32646      0.37204
91977        5  150005403  150068930    265      50  462907     -0.34001      0.63308
55696        5  150060352  150115669    183      49  456837      -1.9564      0.97479
51164        5  150078309  150173657    338      38  464119      -1.7547      0.96035
85027        5  150122508  150186298    229      28  471047      -2.5434      0.99451
345611       5  150191085  150238231    132      15  470532     -0.88172      0.81104
91975        5  150263954  150319545    248      34  475804      0.56863       0.2848
2878         5  150364999  150418554    248      54  470151       1.6816     0.046321
10318        5  150399504  150502221    524      85  473017        0.648      0.25849
309          5  150470267  150572443    585      89  473955       1.2859     0.099244
26112        5  150550613  150638654    449      84  469055       2.2211     0.013171
2760         5  150597613  150660083    312      52  465931       1.5445     0.061239
285641       5  150645926  150718334    428      54  469804      0.15195      0.43961
153201       5  150684539  150762151    426      59  466846       1.6409     0.050414
206358       5  150781553  150881940    496      53  468322      0.42596      0.33507
2196         5  150873653  150983505    544      76  469074      0.13001      0.44828
6678         5  151030657  151101615    269      62  463795       1.4282     0.076624
475          5  151112383  151173210    192      33  468148     0.090017      0.46414
10146        5  151116476  151194915    240      43  464724     -0.18253      0.57242
100652758    5  151139354  151186069    153      30  462814     -0.11996      0.54774
2741         5  151192074  151339397    483      52  469178       -0.295        0.616
56923        5  151761102  151819840    269      22  473292       1.0904      0.13778
2890         5  152835084  153203429   1656     136  469872      -1.1314      0.87106
10827        5  153359723  153453497    360      29  474149     -0.21129      0.58367
4238         5  153383519  153447014    246      29  473112     -0.30676      0.62049
55568        5  153535295  153810544   1194     111  473364     -0.64244      0.73971
79685        5  153790517  153850613    215      60  461388       1.5933     0.055548
9421         5  153844532  153892824    223      65  471163       2.7593    0.0028964
23367        5  154027224  154207167    603      77  463062       1.1054       0.1345
10826        5  154186594  154265213    256      45  464283      0.33711      0.36802
9337         5  154202755  154266352    215      41  463283      0.44495      0.32818
25929        5  154256976  154352776    354      41  466658      0.36666      0.35694
29093        5  154285633  154358971    254      36  470459      0.30536      0.38004
285643       5  154358260  154407685    248      33  469854     -0.47117      0.68124
6444         5  155427147  156204799   3562     156  470023       1.8318     0.033492
91937        5  156336293  156425266    374      50  464578       2.3373    0.0097124
26762        5  156445989  156521130    357      53  472339       2.8088    0.0024862
84868        5  156502843  156571248    316      43  469360       2.3846     0.008549
9443         5  156555451  156604921    267      36  468559        1.277       0.1008
3702         5  156572907  156692109    605      75  472245       1.9341     0.026551
153745       5  156579343  156628279    262      41  470471       1.1224      0.13084
26999        5  156658091  156832606    702      57  468687      0.31809      0.37521
